model,qid,language,n_candidates,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5
glm-4,1155,Java,5,1,1,1,1,1
glm-4,1155,JavaScript,5,1,1,1,1,1
glm-4,1155,Python3,5,1,1,1,1,1
glm-4,1155,Rust,5,1,1,1,1,1
glm-4,1156,C,5,0,0,0,0,0
glm-4,1156,C#,5,0,0,0,1,1
glm-4,1156,C++,5,0,0,0,0,1
glm-4,1156,Golang,5,0,0,0,0,0
glm-4,1156,Java,5,0,0,0,0,0
glm-4,1156,JavaScript,5,0,0,0,0,0
glm-4,1156,Python3,5,0,0,0,0,0
glm-4,1156,Rust,5,0,0,0,0,0
glm-4,1157,C,5,0,0,0,0,0
glm-4,1157,C#,5,1,1,1,1,1
glm-4,1157,C++,5,1,1,1,1,1
glm-4,1157,Golang,5,0,1,1,1,1
glm-4,1157,Java,5,1,1,1,1,1
glm-4,1157,JavaScript,5,0,0,1,1,1
glm-4,1157,Python3,5,0,0,1,1,1
glm-4,1157,Rust,5,0,0,0,1,1
glm-4,1160,C,5,1,1,1,1,1
glm-4,1160,C#,5,1,1,1,1,1
glm-4,1160,C++,5,1,1,1,1,1
glm-4,1160,Golang,5,1,1,1,1,1
glm-4,1160,Java,5,1,1,1,1,1
glm-4,1160,JavaScript,5,1,1,1,1,1
glm-4,1160,Python3,5,1,1,1,1,1
glm-4,1160,Rust,5,1,1,1,1,1
glm-4,1163,C,5,0,0,0,0,0
glm-4,1163,C#,5,1,1,1,1,1
glm-4,1163,C++,5,1,1,1,1,1
glm-4,1163,Golang,5,1,1,1,1,1
glm-4,1163,Java,5,1,1,1,1,1
glm-4,1163,JavaScript,5,1,1,1,1,1
glm-4,1163,Python3,5,1,1,1,1,1
glm-4,1163,Rust,5,0,0,0,0,0
glm-4,1170,C,5,1,1,1,1,1
glm-4,1170,C#,5,0,0,0,1,1
glm-4,1170,C++,5,0,1,1,1,1
glm-4,1170,Golang,5,0,0,1,1,1
glm-4,1170,Java,5,0,0,0,0,0
glm-4,1170,JavaScript,5,1,1,1,1,1
glm-4,1170,Python3,5,1,1,1,1,1
glm-4,1170,Rust,5,0,1,1,1,1
glm-4,1171,C,5,1,1,1,1,1
glm-4,1171,C#,5,1,1,1,1,1
glm-4,1171,C++,5,0,0,0,0,0
glm-4,1171,Golang,5,1,1,1,1,1
glm-4,1171,Java,5,0,1,1,1,1
glm-4,1171,JavaScript,5,1,1,1,1,1
glm-4,1171,Python3,5,0,1,1,1,1
glm-4,1171,Rust,5,0,0,0,0,0
glm-4,1172,C,5,0,0,0,0,0
glm-4,1172,C#,5,0,0,0,1,1
glm-4,1172,C++,5,0,1,1,1,1
glm-4,1172,Golang,5,0,0,0,0,0
glm-4,1172,Java,5,0,0,0,0,0
glm-4,1172,JavaScript,5,0,0,0,0,0
glm-4,1172,Python3,5,1,1,1,1,1
glm-4,1172,Rust,5,0,0,0,0,0
glm-4,1175,C,5,1,1,1,1,1
glm-4,1175,C#,5,1,1,1,1,1
glm-4,1175,C++,5,1,1,1,1,1
glm-4,1175,Golang,5,1,1,1,1,1
glm-4,1175,Java,5,1,1,1,1,1
glm-4,1175,JavaScript,5,0,0,0,0,0
glm-4,1175,Python3,5,1,1,1,1,1
glm-4,1175,Rust,5,1,1,1,1,1
glm-4,1177,C,5,1,1,1,1,1
glm-4,1177,C#,5,1,1,1,1,1
glm-4,1177,C++,5,1,1,1,1,1
glm-4,1177,Golang,5,1,1,1,1,1
glm-4,1177,Java,5,1,1,1,1,1
glm-4,1177,JavaScript,5,0,1,1,1,1
glm-4,1177,Python3,5,1,1,1,1,1
glm-4,1177,Rust,5,1,1,1,1,1
glm-4,1178,C,5,0,0,0,0,0
glm-4,1178,C#,5,1,1,1,1,1
glm-4,1178,C++,5,1,1,1,1,1
glm-4,1178,Golang,5,0,0,0,1,1
glm-4,1178,Java,5,1,1,1,1,1
glm-4,1178,JavaScript,5,1,1,1,1,1
glm-4,1178,Python3,5,1,1,1,1,1
glm-4,1178,Rust,5,1,1,1,1,1
glm-4,1185,C,5,1,1,1,1,1
glm-4,1185,C#,5,1,1,1,1,1
glm-4,1185,C++,5,0,1,1,1,1
glm-4,1185,Golang,5,1,1,1,1,1
glm-4,1185,Java,5,1,1,1,1,1
glm-4,1185,JavaScript,5,1,1,1,1,1
glm-4,1185,Python3,5,1,1,1,1,1
glm-4,1185,Rust,5,0,0,0,0,0
glm-4,1186,C,5,0,0,1,1,1
glm-4,1186,C#,5,0,0,0,0,0
glm-4,1186,C++,5,0,1,1,1,1
glm-4,1186,Golang,5,1,1,1,1,1
glm-4,1186,Java,5,0,1,1,1,1
glm-4,1186,JavaScript,5,1,1,1,1,1
glm-4,1186,Python3,5,1,1,1,1,1
glm-4,1186,Rust,5,0,0,0,0,0
glm-4,1187,C,5,0,0,0,0,0
glm-4,1187,C#,5,0,1,1,1,1
glm-4,1187,C++,5,1,1,1,1,1
glm-4,1187,Golang,5,0,1,1,1,1
glm-4,1187,Java,5,0,1,1,1,1
glm-4,1187,JavaScript,5,1,1,1,1,1
glm-4,1187,Python3,5,1,1,1,1,1
glm-4,1187,Rust,5,0,1,1,1,1
glm-4,1190,C,5,1,1,1,1,1
glm-4,1190,C#,5,1,1,1,1,1
glm-4,1190,C++,5,1,1,1,1,1
glm-4,1190,Golang,5,1,1,1,1,1
glm-4,1190,Java,5,1,1,1,1,1
glm-4,1190,JavaScript,5,1,1,1,1,1
glm-4,1190,Python3,5,1,1,1,1,1
glm-4,1190,Rust,5,1,1,1,1,1
glm-4,12,C,5,1,1,1,1,1
glm-4,12,C#,5,1,1,1,1,1
glm-4,12,C++,5,1,1,1,1,1
glm-4,12,Golang,5,1,1,1,1,1
glm-4,12,Java,5,1,1,1,1,1
glm-4,12,JavaScript,5,1,1,1,1,1
glm-4,12,Python3,5,1,1,1,1,1
glm-4,12,Rust,5,1,1,1,1,1
glm-4,120,C,5,1,1,1,1,1
glm-4,120,C#,5,1,1,1,1,1
glm-4,120,C++,5,1,1,1,1,1
glm-4,120,Golang,5,1,1,1,1,1
glm-4,120,Java,5,1,1,1,1,1
glm-4,120,JavaScript,5,1,1,1,1,1
glm-4,120,Python3,5,1,1,1,1,1
glm-4,120,Rust,5,1,1,1,1,1
glm-4,1200,C,5,0,0,0,0,0
glm-4,1200,C#,5,1,1,1,1,1
glm-4,1200,C++,5,0,0,0,0,0
glm-4,1200,Golang,5,1,1,1,1,1
glm-4,1200,Java,5,1,1,1,1,1
glm-4,1200,JavaScript,5,1,1,1,1,1
glm-4,1200,Python3,5,1,1,1,1,1
glm-4,1200,Rust,5,1,1,1,1,1
glm-4,1202,C,5,0,0,0,0,0
glm-4,1202,C#,5,1,1,1,1,1
glm-4,1202,C++,5,1,1,1,1,1
glm-4,1202,Golang,5,1,1,1,1,1
glm-4,1202,Java,5,1,1,1,1,1
glm-4,1202,JavaScript,5,0,0,0,1,1
glm-4,1202,Python3,5,1,1,1,1,1
glm-4,1202,Rust,5,1,1,1,1,1
glm-4,1207,C,5,1,1,1,1,1
glm-4,1207,C#,5,1,1,1,1,1
glm-4,1207,C++,5,1,1,1,1,1
glm-4,1207,Golang,5,1,1,1,1,1
glm-4,1207,Java,5,1,1,1,1,1
glm-4,1207,JavaScript,5,1,1,1,1,1
glm-4,1207,Python3,5,1,1,1,1,1
glm-4,1207,Rust,5,1,1,1,1,1
glm-4,1208,C,5,1,1,1,1,1
glm-4,1208,C#,5,1,1,1,1,1
glm-4,1208,C++,5,1,1,1,1,1
glm-4,1208,Golang,5,1,1,1,1,1
glm-4,1208,Java,5,1,1,1,1,1
glm-4,1208,JavaScript,5,1,1,1,1,1
glm-4,1208,Python3,5,1,1,1,1,1
glm-4,1208,Rust,5,1,1,1,1,1
glm-4,1218,C,5,0,1,1,1,1
glm-4,1218,C#,5,1,1,1,1,1
glm-4,1218,C++,5,1,1,1,1,1
glm-4,1218,Golang,5,1,1,1,1,1
glm-4,1218,Java,5,1,1,1,1,1
glm-4,1218,JavaScript,5,1,1,1,1,1
glm-4,1218,Python3,5,1,1,1,1,1
glm-4,1218,Rust,5,1,1,1,1,1
glm-4,1219,C,5,0,1,1,1,1
glm-4,1219,C#,5,1,1,1,1,1
glm-4,1219,C++,5,1,1,1,1,1
glm-4,1219,Golang,5,1,1,1,1,1
glm-4,1219,Java,5,1,1,1,1,1
glm-4,1219,JavaScript,5,1,1,1,1,1
glm-4,1219,Python3,5,0,1,1,1,1
glm-4,1219,Rust,5,1,1,1,1,1
glm-4,122,C,5,1,1,1,1,1
glm-4,122,C#,5,1,1,1,1,1
glm-4,122,C++,5,0,0,1,1,1
glm-4,122,Golang,5,1,1,1,1,1
glm-4,122,Java,5,1,1,1,1,1
glm-4,122,JavaScript,5,1,1,1,1,1
glm-4,122,Python3,5,1,1,1,1,1
glm-4,122,Rust,5,1,1,1,1,1
glm-4,1220,C,5,0,0,0,0,1
glm-4,1220,C#,5,0,0,0,0,0
glm-4,1220,C++,5,0,0,1,1,1
glm-4,1220,Golang,5,0,0,0,0,0
glm-4,1220,Java,5,0,0,0,1,1
glm-4,1220,JavaScript,5,0,0,0,0,0
glm-4,1220,Python3,5,0,0,0,0,0
glm-4,1220,Rust,5,0,1,1,1,1
glm-4,1221,C,5,1,1,1,1,1
glm-4,1221,C#,5,1,1,1,1,1
glm-4,1221,C++,5,1,1,1,1,1
glm-4,1221,Golang,5,1,1,1,1,1
glm-4,1221,Java,5,1,1,1,1,1
glm-4,1221,JavaScript,5,1,1,1,1,1
glm-4,1221,Python3,5,1,1,1,1,1
glm-4,1221,Rust,5,1,1,1,1,1
glm-4,1223,C,5,0,0,0,0,0
glm-4,1223,C#,5,0,0,1,1,1
glm-4,1223,C++,5,0,0,0,0,0
glm-4,1223,Golang,5,0,0,0,1,1
glm-4,1223,Java,5,0,0,0,0,1
glm-4,1223,JavaScript,5,0,0,0,0,0
glm-4,1223,Python3,5,0,0,0,0,0
glm-4,1223,Rust,5,0,0,0,0,0
glm-4,1224,C,5,0,0,0,0,0
glm-4,1224,C#,5,0,1,1,1,1
glm-4,1224,C++,5,0,0,0,0,0
glm-4,1224,Golang,5,0,0,0,0,0
glm-4,1224,Java,5,1,1,1,1,1
glm-4,1224,JavaScript,5,0,0,1,1,1
glm-4,1224,Python3,5,0,1,1,1,1
glm-4,1224,Rust,5,0,0,0,0,0
glm-4,1227,C,5,1,1,1,1,1
glm-4,1227,C#,5,1,1,1,1,1
glm-4,1227,C++,5,1,1,1,1,1
glm-4,1227,Golang,5,1,1,1,1,1
glm-4,1227,Java,5,1,1,1,1,1
glm-4,1227,JavaScript,5,0,1,1,1,1
glm-4,1227,Python3,5,1,1,1,1,1
glm-4,1227,Rust,5,1,1,1,1,1
glm-4,123,C,5,0,0,1,1,1
glm-4,123,C#,5,0,0,1,1,1
glm-4,123,C++,5,1,1,1,1,1
glm-4,123,Golang,5,1,1,1,1,1
glm-4,123,Java,5,1,1,1,1,1
glm-4,123,JavaScript,5,1,1,1,1,1
glm-4,123,Python3,5,1,1,1,1,1
glm-4,123,Rust,5,1,1,1,1,1
glm-4,1233,C,5,1,1,1,1,1
glm-4,1233,C#,5,0,1,1,1,1
glm-4,1233,C++,5,1,1,1,1,1
glm-4,1233,Golang,5,0,1,1,1,1
glm-4,1233,Java,5,0,0,1,1,1
glm-4,1233,JavaScript,5,0,0,0,0,0
glm-4,1233,Python3,5,0,0,0,1,1
glm-4,1233,Rust,5,0,0,1,1,1
glm-4,1234,C,5,0,0,0,1,1
glm-4,1234,C#,5,0,0,0,0,1
glm-4,1234,C++,5,1,1,1,1,1
glm-4,1234,Golang,5,1,1,1,1,1
glm-4,1234,Java,5,0,0,0,0,1
glm-4,1234,JavaScript,5,0,0,1,1,1
glm-4,1234,Python3,5,0,0,1,1,1
glm-4,1234,Rust,5,1,1,1,1,1
glm-4,1237,C,5,1,1,1,1,1
glm-4,1237,C#,5,1,1,1,1,1
glm-4,1237,C++,5,1,1,1,1,1
glm-4,1237,Golang,5,1,1,1,1,1
glm-4,1237,Java,5,1,1,1,1,1
glm-4,1237,JavaScript,5,1,1,1,1,1
glm-4,1237,Python3,5,1,1,1,1,1
glm-4,1237,Rust,5,1,1,1,1,1
glm-4,1238,C,5,1,1,1,1,1
glm-4,1238,C#,5,0,1,1,1,1
glm-4,1238,C++,5,0,1,1,1,1
glm-4,1238,Golang,5,1,1,1,1,1
glm-4,1238,Java,5,0,1,1,1,1
glm-4,1238,JavaScript,5,1,1,1,1,1
glm-4,1238,Python3,5,0,1,1,1,1
glm-4,1238,Rust,5,0,0,0,0,0
glm-4,1239,C,5,0,0,0,0,0
glm-4,1239,C#,5,1,1,1,1,1
glm-4,1239,C++,5,0,1,1,1,1
glm-4,1239,Golang,5,0,1,1,1,1
glm-4,1239,Java,5,1,1,1,1,1
glm-4,1239,JavaScript,5,1,1,1,1,1
glm-4,1239,Python3,5,1,1,1,1,1
glm-4,1239,Rust,5,0,0,0,1,1
glm-4,1247,C,5,1,1,1,1,1
glm-4,1247,C#,5,1,1,1,1,1
glm-4,1247,C++,5,1,1,1,1,1
glm-4,1247,Golang,5,1,1,1,1,1
glm-4,1247,Java,5,1,1,1,1,1
glm-4,1247,JavaScript,5,1,1,1,1,1
glm-4,1247,Python3,5,1,1,1,1,1
glm-4,1247,Rust,5,1,1,1,1,1
glm-4,1248,C,5,0,0,0,0,0
glm-4,1248,C#,5,0,1,1,1,1
glm-4,1248,C++,5,0,0,0,1,1
glm-4,1248,Golang,5,0,0,0,0,0
glm-4,1248,Java,5,0,0,0,1,1
glm-4,1248,JavaScript,5,0,1,1,1,1
glm-4,1248,Python3,5,0,0,0,1,1
glm-4,1248,Rust,5,0,0,1,1,1
glm-4,125,C,5,1,1,1,1,1
glm-4,125,C#,5,1,1,1,1,1
glm-4,125,C++,5,1,1,1,1,1
glm-4,125,Golang,5,1,1,1,1,1
glm-4,125,Java,5,1,1,1,1,1
glm-4,125,JavaScript,5,1,1,1,1,1
glm-4,125,Python3,5,1,1,1,1,1
glm-4,125,Rust,5,1,1,1,1,1
glm-4,1250,C,5,1,1,1,1,1
glm-4,1250,C#,5,1,1,1,1,1
glm-4,1250,C++,5,1,1,1,1,1
glm-4,1250,Golang,5,1,1,1,1,1
glm-4,1250,Java,5,1,1,1,1,1
glm-4,1250,JavaScript,5,1,1,1,1,1
glm-4,1250,Python3,5,1,1,1,1,1
glm-4,1250,Rust,5,0,1,1,1,1
glm-4,1253,C,5,0,0,1,1,1
glm-4,1253,C#,5,1,1,1,1,1
glm-4,1253,C++,5,1,1,1,1,1
glm-4,1253,Golang,5,1,1,1,1,1
glm-4,1253,Java,5,1,1,1,1,1
glm-4,1253,JavaScript,5,1,1,1,1,1
glm-4,1253,Python3,5,1,1,1,1,1
glm-4,1253,Rust,5,1,1,1,1,1
glm-4,1255,C,5,1,1,1,1,1
glm-4,1255,C#,5,1,1,1,1,1
glm-4,1255,C++,5,1,1,1,1,1
glm-4,1255,Golang,5,0,0,1,1,1
glm-4,1255,Java,5,1,1,1,1,1
glm-4,1255,JavaScript,5,1,1,1,1,1
glm-4,1255,Python3,5,1,1,1,1,1
glm-4,1255,Rust,5,1,1,1,1,1
glm-4,126,C,5,0,0,0,0,0
glm-4,126,C#,5,0,0,0,0,0
glm-4,126,C++,5,0,0,1,1,1
glm-4,126,Golang,5,0,0,0,1,1
glm-4,126,Java,5,0,1,1,1,1
glm-4,126,JavaScript,5,0,0,0,0,0
glm-4,126,Python3,5,0,0,0,0,0
glm-4,126,Rust,5,0,0,0,0,0
glm-4,1262,C,5,1,1,1,1,1
glm-4,1262,C#,5,0,1,1,1,1
glm-4,1262,C++,5,1,1,1,1,1
glm-4,1262,Golang,5,0,1,1,1,1
glm-4,1262,Java,5,0,0,1,1,1
glm-4,1262,JavaScript,5,1,1,1,1,1
glm-4,1262,Python3,5,1,1,1,1,1
glm-4,1262,Rust,5,0,0,1,1,1
glm-4,1269,C,5,1,1,1,1,1
glm-4,1269,C#,5,1,1,1,1,1
glm-4,1269,C++,5,1,1,1,1,1
glm-4,1269,Golang,5,1,1,1,1,1
glm-4,1269,Java,5,1,1,1,1,1
glm-4,1269,JavaScript,5,1,1,1,1,1
glm-4,1269,Python3,5,1,1,1,1,1
glm-4,1269,Rust,5,1,1,1,1,1
glm-4,127,C,5,0,0,1,1,1
glm-4,127,C#,5,1,1,1,1,1
glm-4,127,C++,5,1,1,1,1,1
glm-4,127,Golang,5,1,1,1,1,1
glm-4,127,Java,5,1,1,1,1,1
glm-4,127,JavaScript,5,1,1,1,1,1
glm-4,127,Python3,5,1,1,1,1,1
glm-4,127,Rust,5,1,1,1,1,1
glm-4,1276,C,5,1,1,1,1,1
glm-4,1276,C#,5,1,1,1,1,1
glm-4,1276,C++,5,0,0,1,1,1
glm-4,1276,Golang,5,1,1,1,1,1
glm-4,1276,Java,5,1,1,1,1,1
glm-4,1276,JavaScript,5,1,1,1,1,1
glm-4,1276,Python3,5,1,1,1,1,1
glm-4,1276,Rust,5,1,1,1,1,1
glm-4,1277,C,5,0,1,1,1,1
glm-4,1277,C#,5,1,1,1,1,1
glm-4,1277,C++,5,1,1,1,1,1
glm-4,1277,Golang,5,1,1,1,1,1
glm-4,1277,Java,5,1,1,1,1,1
glm-4,1277,JavaScript,5,1,1,1,1,1
glm-4,1277,Python3,5,1,1,1,1,1
glm-4,1277,Rust,5,1,1,1,1,1
glm-4,1278,C,5,0,0,1,1,1
glm-4,1278,C#,5,0,0,1,1,1
glm-4,1278,C++,5,0,0,0,0,0
glm-4,1278,Golang,5,1,1,1,1,1
glm-4,1278,Java,5,0,1,1,1,1
glm-4,1278,JavaScript,5,1,1,1,1,1
glm-4,1278,Python3,5,1,1,1,1,1
glm-4,1278,Rust,5,0,1,1,1,1
glm-4,128,C,5,0,0,0,0,0
glm-4,128,C#,5,1,1,1,1,1
glm-4,128,C++,5,0,0,1,1,1
glm-4,128,Golang,5,1,1,1,1,1
glm-4,128,Java,5,1,1,1,1,1
glm-4,128,JavaScript,5,1,1,1,1,1
glm-4,128,Python3,5,1,1,1,1,1
glm-4,128,Rust,5,1,1,1,1,1
glm-4,1281,C,5,1,1,1,1,1
glm-4,1281,C#,5,1,1,1,1,1
glm-4,1281,C++,5,1,1,1,1,1
glm-4,1281,Golang,5,1,1,1,1,1
glm-4,1281,Java,5,1,1,1,1,1
glm-4,1281,JavaScript,5,1,1,1,1,1
glm-4,1281,Python3,5,1,1,1,1,1
glm-4,1281,Rust,5,1,1,1,1,1
glm-4,1282,C,5,0,0,0,0,0
glm-4,1282,C#,5,1,1,1,1,1
glm-4,1282,C++,5,1,1,1,1,1
glm-4,1282,Golang,5,1,1,1,1,1
glm-4,1282,Java,5,1,1,1,1,1
glm-4,1282,JavaScript,5,1,1,1,1,1
glm-4,1282,Python3,5,1,1,1,1,1
glm-4,1282,Rust,5,1,1,1,1,1
glm-4,1286,C,5,1,1,1,1,1
glm-4,1286,C#,5,1,1,1,1,1
glm-4,1286,C++,5,1,1,1,1,1
glm-4,1286,Golang,5,1,1,1,1,1
glm-4,1286,Java,5,1,1,1,1,1
glm-4,1286,JavaScript,5,1,1,1,1,1
glm-4,1286,Python3,5,1,1,1,1,1
glm-4,1286,Rust,5,1,1,1,1,1
glm-4,1287,C,5,1,1,1,1,1
glm-4,1287,C#,5,1,1,1,1,1
glm-4,1287,C++,5,1,1,1,1,1
glm-4,1287,Golang,5,1,1,1,1,1
glm-4,1287,Java,5,1,1,1,1,1
glm-4,1287,JavaScript,5,0,0,0,0,1
glm-4,1287,Python3,5,1,1,1,1,1
glm-4,1287,Rust,5,1,1,1,1,1
glm-4,1288,C,5,1,1,1,1,1
glm-4,1288,C#,5,1,1,1,1,1
glm-4,1288,C++,5,1,1,1,1,1
glm-4,1288,Golang,5,1,1,1,1,1
glm-4,1288,Java,5,1,1,1,1,1
glm-4,1288,JavaScript,5,1,1,1,1,1
glm-4,1288,Python3,5,1,1,1,1,1
glm-4,1288,Rust,5,1,1,1,1,1
glm-4,1291,C,5,1,1,1,1,1
glm-4,1291,C#,5,1,1,1,1,1
glm-4,1291,C++,5,1,1,1,1,1
glm-4,1291,Golang,5,1,1,1,1,1
glm-4,1291,Java,5,1,1,1,1,1
glm-4,1291,JavaScript,5,1,1,1,1,1
glm-4,1291,Python3,5,1,1,1,1,1
glm-4,1291,Rust,5,1,1,1,1,1
glm-4,1295,C,5,1,1,1,1,1
glm-4,1295,C#,5,1,1,1,1,1
glm-4,1295,C++,5,1,1,1,1,1
glm-4,1295,Golang,5,1,1,1,1,1
glm-4,1295,Java,5,1,1,1,1,1
glm-4,1295,JavaScript,5,1,1,1,1,1
glm-4,1295,Python3,5,1,1,1,1,1
glm-4,1295,Rust,5,1,1,1,1,1
glm-4,1296,C,5,0,0,0,0,0
glm-4,1296,C#,5,0,1,1,1,1
glm-4,1296,C++,5,0,1,1,1,1
glm-4,1296,Golang,5,0,0,0,0,0
glm-4,1296,Java,5,1,1,1,1,1
glm-4,1296,JavaScript,5,1,1,1,1,1
glm-4,1296,Python3,5,0,0,1,1,1
glm-4,1296,Rust,5,1,1,1,1,1
glm-4,1297,C,5,0,0,0,0,0
glm-4,1297,C#,5,0,0,1,1,1
glm-4,1297,C++,5,1,1,1,1,1
glm-4,1297,Golang,5,1,1,1,1,1
glm-4,1297,Java,5,1,1,1,1,1
glm-4,1297,JavaScript,5,1,1,1,1,1
glm-4,1297,Python3,5,1,1,1,1,1
glm-4,1297,Rust,5,0,0,0,1,1
glm-4,1298,C,5,0,0,0,0,0
glm-4,1298,C#,5,1,1,1,1,1
glm-4,1298,C++,5,0,1,1,1,1
glm-4,1298,Golang,5,0,0,1,1,1
glm-4,1298,Java,5,0,0,0,0,0
glm-4,1298,JavaScript,5,0,0,0,0,0
glm-4,1298,Python3,5,0,0,0,0,1
glm-4,1298,Rust,5,0,0,0,0,0
glm-4,1299,C,5,1,1,1,1,1
glm-4,1299,C#,5,1,1,1,1,1
glm-4,1299,C++,5,1,1,1,1,1
glm-4,1299,Golang,5,1,1,1,1,1
glm-4,1299,Java,5,1,1,1,1,1
glm-4,1299,JavaScript,5,1,1,1,1,1
glm-4,1299,Python3,5,1,1,1,1,1
glm-4,1299,Rust,5,1,1,1,1,1
glm-4,13,C,5,1,1,1,1,1
glm-4,13,C#,5,1,1,1,1,1
glm-4,13,C++,5,1,1,1,1,1
glm-4,13,Golang,5,1,1,1,1,1
glm-4,13,Java,5,1,1,1,1,1
glm-4,13,JavaScript,5,1,1,1,1,1
glm-4,13,Python3,5,1,1,1,1,1
glm-4,13,Rust,5,1,1,1,1,1
glm-4,1300,C,5,1,1,1,1,1
glm-4,1300,C#,5,1,1,1,1,1
glm-4,1300,C++,5,0,0,0,1,1
glm-4,1300,Golang,5,0,1,1,1,1
glm-4,1300,Java,5,1,1,1,1,1
glm-4,1300,JavaScript,5,1,1,1,1,1
glm-4,1300,Python3,5,1,1,1,1,1
glm-4,1300,Rust,5,1,1,1,1,1
glm-4,1301,C,5,0,0,0,1,1
glm-4,1301,C#,5,1,1,1,1,1
glm-4,1301,C++,5,0,0,1,1,1
glm-4,1301,Golang,5,0,1,1,1,1
glm-4,1301,Java,5,1,1,1,1,1
glm-4,1301,JavaScript,5,0,0,0,0,0
glm-4,1301,Python3,5,0,1,1,1,1
glm-4,1301,Rust,5,1,1,1,1,1
glm-4,1304,C,5,1,1,1,1,1
glm-4,1304,C#,5,1,1,1,1,1
glm-4,1304,C++,5,0,0,0,1,1
glm-4,1304,Golang,5,1,1,1,1,1
glm-4,1304,Java,5,1,1,1,1,1
glm-4,1304,JavaScript,5,1,1,1,1,1
glm-4,1304,Python3,5,1,1,1,1,1
glm-4,1304,Rust,5,1,1,1,1,1
glm-4,1306,C,5,1,1,1,1,1
glm-4,1306,C#,5,1,1,1,1,1
glm-4,1306,C++,5,1,1,1,1,1
glm-4,1306,Golang,5,1,1,1,1,1
glm-4,1306,Java,5,1,1,1,1,1
glm-4,1306,JavaScript,5,1,1,1,1,1
glm-4,1306,Python3,5,1,1,1,1,1
glm-4,1306,Rust,5,1,1,1,1,1
glm-4,1307,C,5,0,0,0,0,0
glm-4,1307,C#,5,0,0,0,0,0
glm-4,1307,C++,5,0,0,0,0,0
glm-4,1307,Golang,5,0,0,0,0,0
glm-4,1307,Java,5,0,0,0,0,0
glm-4,1307,JavaScript,5,0,0,0,0,0
glm-4,1307,Python3,5,0,0,0,0,0
glm-4,1307,Rust,5,0,0,0,0,0
glm-4,1309,C,5,1,1,1,1,1
glm-4,1309,C#,5,1,1,1,1,1
glm-4,1309,C++,5,1,1,1,1,1
glm-4,1309,Golang,5,1,1,1,1,1
glm-4,1309,Java,5,1,1,1,1,1
glm-4,1309,JavaScript,5,1,1,1,1,1
glm-4,1309,Python3,5,1,1,1,1,1
glm-4,1309,Rust,5,1,1,1,1,1
glm-4,131,C,5,0,0,0,0,0
glm-4,131,C#,5,1,1,1,1,1
glm-4,131,C++,5,1,1,1,1,1
glm-4,131,Golang,5,1,1,1,1,1
glm-4,131,Java,5,1,1,1,1,1
glm-4,131,JavaScript,5,1,1,1,1,1
glm-4,131,Python3,5,1,1,1,1,1
glm-4,131,Rust,5,1,1,1,1,1
glm-4,1310,C,5,1,1,1,1,1
glm-4,1310,C#,5,1,1,1,1,1
glm-4,1310,C++,5,1,1,1,1,1
glm-4,1310,Golang,5,1,1,1,1,1
glm-4,1310,Java,5,1,1,1,1,1
glm-4,1310,JavaScript,5,1,1,1,1,1
glm-4,1310,Python3,5,1,1,1,1,1
glm-4,1310,Rust,5,0,1,1,1,1
glm-4,1312,C,5,0,0,1,1,1
glm-4,1312,C#,5,1,1,1,1,1
glm-4,1312,C++,5,1,1,1,1,1
glm-4,1312,Golang,5,1,1,1,1,1
glm-4,1312,Java,5,1,1,1,1,1
glm-4,1312,JavaScript,5,1,1,1,1,1
glm-4,1312,Python3,5,1,1,1,1,1
glm-4,1312,Rust,5,1,1,1,1,1
glm-4,1313,C,5,1,1,1,1,1
glm-4,1313,C#,5,1,1,1,1,1
glm-4,1313,C++,5,0,1,1,1,1
glm-4,1313,Golang,5,1,1,1,1,1
glm-4,1313,Java,5,1,1,1,1,1
glm-4,1313,JavaScript,5,1,1,1,1,1
glm-4,1313,Python3,5,1,1,1,1,1
glm-4,1313,Rust,5,1,1,1,1,1
glm-4,1314,C,5,1,1,1,1,1
glm-4,1314,C#,5,1,1,1,1,1
glm-4,1314,C++,5,1,1,1,1,1
glm-4,1314,Golang,5,1,1,1,1,1
glm-4,1314,Java,5,1,1,1,1,1
glm-4,1314,JavaScript,5,1,1,1,1,1
glm-4,1314,Python3,5,1,1,1,1,1
glm-4,1314,Rust,5,1,1,1,1,1
glm-4,1316,C,5,0,0,0,0,0
glm-4,1316,C#,5,1,1,1,1,1
glm-4,1316,C++,5,0,0,0,0,0
glm-4,1316,Golang,5,1,1,1,1,1
glm-4,1316,Java,5,1,1,1,1,1
glm-4,1316,JavaScript,5,1,1,1,1,1
glm-4,1316,Python3,5,1,1,1,1,1
glm-4,1316,Rust,5,1,1,1,1,1
glm-4,1317,C,5,1,1,1,1,1
glm-4,1317,C#,5,1,1,1,1,1
glm-4,1317,C++,5,0,0,1,1,1
glm-4,1317,Golang,5,1,1,1,1,1
glm-4,1317,Java,5,1,1,1,1,1
glm-4,1317,JavaScript,5,1,1,1,1,1
glm-4,1317,Python3,5,1,1,1,1,1
glm-4,1317,Rust,5,1,1,1,1,1
glm-4,132,C,5,1,1,1,1,1
glm-4,132,C#,5,1,1,1,1,1
glm-4,132,C++,5,1,1,1,1,1
glm-4,132,Golang,5,1,1,1,1,1
glm-4,132,Java,5,1,1,1,1,1
glm-4,132,JavaScript,5,1,1,1,1,1
