model,qid,source_lang,target_lang,n_candidates,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5
claude-3-5-haiku-20241022,1745,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,JavaScript,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1745,JavaScript,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1745,JavaScript,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,JavaScript,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,JavaScript,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1745,JavaScript,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1745,Python3,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1745,Python3,Golang,5,0,0,0,0,0
claude-3-5-haiku-20241022,1745,Python3,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Rust,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Rust,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1745,Rust,Golang,5,0,0,0,0,0
claude-3-5-haiku-20241022,1745,Rust,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1745,Rust,Python3,5,0,0,1,1,1
claude-3-5-haiku-20241022,1793,C,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C,Python3,5,0,1,1,1,1
claude-3-5-haiku-20241022,1793,C,Rust,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C#,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C++,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C++,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C++,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,C++,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Golang,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Golang,Rust,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Java,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Java,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Java,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Java,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Java,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Java,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1793,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,JavaScript,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,JavaScript,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,JavaScript,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,JavaScript,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,JavaScript,Rust,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Python3,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Python3,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Python3,Rust,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Rust,C,5,0,0,0,1,1
claude-3-5-haiku-20241022,1793,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Rust,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Rust,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1793,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1793,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,C,C#,5,0,0,0,0,1
claude-3-5-haiku-20241022,1863,C,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,C,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,C,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1863,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C#,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C#,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C#,Python3,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,C++,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C++,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,C++,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C++,Python3,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Golang,C#,5,0,0,0,1,1
claude-3-5-haiku-20241022,1863,Golang,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,Golang,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Java,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Java,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Java,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,Java,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Java,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,JavaScript,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,JavaScript,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,JavaScript,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,JavaScript,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,JavaScript,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,JavaScript,Rust,5,0,0,0,0,1
claude-3-5-haiku-20241022,1863,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Python3,C#,5,0,1,1,1,1
claude-3-5-haiku-20241022,1863,Python3,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Python3,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Rust,C#,5,0,0,0,0,1
claude-3-5-haiku-20241022,1863,Rust,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1863,Rust,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Rust,Java,5,0,1,1,1,1
claude-3-5-haiku-20241022,1863,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1863,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,C,C#,5,0,0,1,1,1
claude-3-5-haiku-20241022,1870,C,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1870,C,Java,5,0,0,1,1,1
claude-3-5-haiku-20241022,1870,C,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C#,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C#,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1870,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,C++,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,C++,Java,5,0,1,1,1,1
claude-3-5-haiku-20241022,1870,C++,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1870,C++,Python3,5,0,1,1,1,1
claude-3-5-haiku-20241022,1870,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Golang,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1870,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Java,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Java,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Java,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1870,Java,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,JavaScript,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,JavaScript,C++,5,0,0,1,1,1
claude-3-5-haiku-20241022,1870,JavaScript,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1870,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,JavaScript,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,JavaScript,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1870,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Python3,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Rust,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Rust,Golang,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1870,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1870,Rust,Python3,5,0,0,0,0,1
claude-3-5-haiku-20241022,1884,C,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C,Rust,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C#,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1884,C#,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C#,Rust,5,0,0,1,1,1
claude-3-5-haiku-20241022,1884,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C++,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,C++,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,C++,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,C++,Python3,5,0,0,1,1,1
claude-3-5-haiku-20241022,1884,C++,Rust,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Golang,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Golang,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1884,Golang,Python3,5,0,0,0,1,1
claude-3-5-haiku-20241022,1884,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Java,C,5,0,0,1,1,1
claude-3-5-haiku-20241022,1884,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Java,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Java,Golang,5,0,0,0,1,1
claude-3-5-haiku-20241022,1884,Java,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Java,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1884,JavaScript,C,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,JavaScript,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,JavaScript,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1884,JavaScript,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1884,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,JavaScript,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,JavaScript,Rust,5,0,0,1,1,1
claude-3-5-haiku-20241022,1884,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Python3,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Python3,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1884,Python3,Rust,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Rust,C#,5,0,0,1,1,1
claude-3-5-haiku-20241022,1884,Rust,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1884,Rust,Golang,5,0,0,0,1,1
claude-3-5-haiku-20241022,1884,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1884,Rust,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1884,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,C#,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C#,Golang,5,0,0,0,0,1
claude-3-5-haiku-20241022,1920,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C++,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1920,C++,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C++,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,C++,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Golang,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Java,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Java,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Java,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Java,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,JavaScript,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,JavaScript,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,JavaScript,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,JavaScript,Python3,5,0,0,0,0,1
claude-3-5-haiku-20241022,1920,JavaScript,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Python3,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Python3,Golang,5,0,0,0,1,1
claude-3-5-haiku-20241022,1920,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Rust,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Rust,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1920,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1920,Rust,JavaScript,5,0,0,1,1,1
claude-3-5-haiku-20241022,1920,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C,C#,5,0,0,0,0,1
claude-3-5-haiku-20241022,1922,C,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C,JavaScript,5,0,0,0,1,1
claude-3-5-haiku-20241022,1922,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,C#,C,5,0,0,1,1,1
claude-3-5-haiku-20241022,1922,C#,C++,5,0,0,0,0,1
claude-3-5-haiku-20241022,1922,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C#,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C#,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,C++,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C++,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,C++,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C++,JavaScript,5,0,0,1,1,1
claude-3-5-haiku-20241022,1922,C++,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,Golang,C++,5,0,0,1,1,1
claude-3-5-haiku-20241022,1922,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Java,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,Java,C++,5,0,0,1,1,1
claude-3-5-haiku-20241022,1922,Java,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Java,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,JavaScript,C,5,0,0,0,1,1
claude-3-5-haiku-20241022,1922,JavaScript,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,JavaScript,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,JavaScript,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,JavaScript,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,JavaScript,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Python3,C#,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,Python3,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,Python3,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,Python3,JavaScript,5,0,0,0,1,1
claude-3-5-haiku-20241022,1922,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Rust,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,Rust,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Rust,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1922,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1922,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1922,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1935,C,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1935,C,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1935,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1935,C,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1935,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C#,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1935,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1935,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1935,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1935,C++,Golang,5,1,1,1,1,1
