qid,difficulty,tags,url
3211,Medium,String|Backtracking|Bit Manipulation,https://leetcode.cn/problems/generate-binary-strings-without-adjacent-zeros
3216,Easy,String|Greedy,https://leetcode.cn/problems/lexicographically-smallest-string-after-a-swap
3222,Easy,Math|Simulation|Game Theory,https://leetcode.cn/problems/find-the-winning-player-in-coin-game
3226,Easy,Bit Manipulation,https://leetcode.cn/problems/number-of-bit-changes-to-make-two-integers-equal
3227,Medium,Math|String|Brainteaser|Game Theory,https://leetcode.cn/problems/vowels-game-in-a-string
3232,Easy,Array|Math,https://leetcode.cn/problems/find-if-digit-game-can-be-won
3233,Medium,Array|Math|Number Theory,https://leetcode.cn/problems/find-the-count-of-numbers-which-are-not-special
3238,Easy,Array|Hash Table|Counting,https://leetcode.cn/problems/find-the-number-of-winning-players
3248,Easy,Array|String|Simulation,https://leetcode.cn/problems/snake-in-matrix
3250,Hard,Array|Math|Dynamic Programming|Combinatorics|Prefix Sum,https://leetcode.cn/problems/find-the-count-of-monotonic-pairs-i
3251,Hard,Array|Math|Dynamic Programming|Combinatorics|Prefix Sum,https://leetcode.cn/problems/find-the-count-of-monotonic-pairs-ii
3254,Medium,Array|Sliding Window,https://leetcode.cn/problems/find-the-power-of-k-size-subarrays-i
3255,Medium,Array|Sliding Window,https://leetcode.cn/problems/find-the-power-of-k-size-subarrays-ii
3258,Easy,String|Sliding Window,https://leetcode.cn/problems/count-substrings-that-satisfy-k-constraint-i
3259,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/maximum-energy-boost-from-two-drinks
3261,Hard,Array|String|Binary Search|Sliding Window|Prefix Sum,https://leetcode.cn/problems/count-substrings-that-satisfy-k-constraint-ii
3264,Easy,Array|Math|Heap (Priority Queue)|Simulation,https://leetcode.cn/problems/final-array-state-after-k-multiplication-operations-i
3266,Hard,Array|Heap (Priority Queue)|Simulation,https://leetcode.cn/problems/final-array-state-after-k-multiplication-operations-ii
3270,Easy,Math,https://leetcode.cn/problems/find-the-key-of-the-numbers
3272,Hard,Hash Table|Math|Combinatorics|Enumeration,https://leetcode.cn/problems/find-the-count-of-good-integers
3280,Easy,Math|String,https://leetcode.cn/problems/convert-date-to-binary
3285,Easy,Array,https://leetcode.cn/problems/find-indices-of-stable-mountains
3287,Hard,Array|Dynamic Programming|Bit Manipulation,https://leetcode.cn/problems/find-the-maximum-sequence-value-of-array
3291,Medium,Array|String|Binary Search|Dynamic Programming|Greedy|Trie|Segment Tree|Rolling Hash|String Matching|Hash Function,https://leetcode.cn/problems/minimum-number-of-valid-strings-to-form-target-i
3292,Hard,Array|String|Binary Search|Dynamic Programming|Greedy|Segment Tree|Rolling Hash|String Matching|Hash Function,https://leetcode.cn/problems/minimum-number-of-valid-strings-to-form-target-ii
3297,Medium,Hash Table|String|Sliding Window,https://leetcode.cn/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-i
3298,Hard,Hash Table|String|Sliding Window,https://leetcode.cn/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-ii
3304,Easy,Math|Bit Manipulation|Recursion|Simulation,https://leetcode.cn/problems/find-the-k-th-character-in-string-game-i
3305,Medium,Hash Table|String|Sliding Window,https://leetcode.cn/problems/count-of-substrings-containing-every-vowel-and-k-consonants-i
3306,Medium,Hash Table|String|Sliding Window,https://leetcode.cn/problems/count-of-substrings-containing-every-vowel-and-k-consonants-ii
3307,Hard,Math|Bit Manipulation|Recursion,https://leetcode.cn/problems/find-the-k-th-character-in-string-game-ii
3330,Easy,String,https://leetcode.cn/problems/find-the-original-typed-string-i
3333,Hard,String|Dynamic Programming|Prefix Sum,https://leetcode.cn/problems/find-the-original-typed-string-ii
3335,Medium,Hash Table|Math|String|Dynamic Programming|Counting,https://leetcode.cn/problems/total-characters-in-string-after-transformations-i
3337,Hard,Hash Table|Math|String|Dynamic Programming|Counting,https://leetcode.cn/problems/total-characters-in-string-after-transformations-ii
3340,Easy,String,https://leetcode.cn/problems/check-balanced-string
3341,Medium,Array|Graph Theory|Heap (Priority Queue)|Matrix|Shortest Path,https://leetcode.cn/problems/find-minimum-time-to-reach-last-room-i
3342,Medium,Array|Graph Theory|Heap (Priority Queue)|Matrix|Shortest Path,https://leetcode.cn/problems/find-minimum-time-to-reach-last-room-ii
3343,Hard,Math|String|Dynamic Programming|Combinatorics,https://leetcode.cn/problems/count-number-of-balanced-permutations
3355,Medium,Array|Prefix Sum,https://leetcode.cn/problems/zero-array-transformation-i
3356,Medium,Array|Two Pointers|Binary Search|Prefix Sum,https://leetcode.cn/problems/zero-array-transformation-ii
3362,Medium,Array|Two Pointers|Greedy|Sorting|Heap (Priority Queue)|Prefix Sum,https://leetcode.cn/problems/zero-array-transformation-iii
3375,Easy,Array|Hash Table,https://leetcode.cn/problems/minimum-operations-to-make-array-values-equal-to-k
3392,Easy,Array,https://leetcode.cn/problems/count-subarrays-of-length-three-with-a-condition
3396,Easy,Array|Hash Table,https://leetcode.cn/problems/minimum-number-of-operations-to-make-elements-in-array-distinct
3403,Medium,Two Pointers|String|Enumeration,https://leetcode.cn/problems/find-the-lexicographically-largest-string-from-the-box-i
3405,Hard,Math|Combinatorics,https://leetcode.cn/problems/count-the-number-of-arrays-with-k-matching-adjacent-elements
3408,Medium,Hash Table|Design|Heap (Priority Queue)|Ordered Set,https://leetcode.cn/problems/design-task-manager
3423,Easy,Array,https://leetcode.cn/problems/maximum-difference-between-adjacent-elements-in-a-circular-array
3442,Easy,Hash Table|String|Counting,https://leetcode.cn/problems/maximum-difference-between-even-and-odd-frequency-i
3443,Medium,Hash Table|Math|String|Counting,https://leetcode.cn/problems/maximum-manhattan-distance-after-k-changes
3445,Hard,String|Sliding Window|Enumeration|Prefix Sum,https://leetcode.cn/problems/maximum-difference-between-even-and-odd-frequency-ii
3477,Easy,Array|Binary Search|Segment Tree|Simulation|Ordered Set,https://leetcode.cn/problems/fruits-into-baskets-ii
3479,Medium,Array|Binary Search|Segment Tree|Ordered Set,https://leetcode.cn/problems/fruits-into-baskets-iii
3480,Hard,Array|Segment Tree|Enumeration|Prefix Sum,https://leetcode.cn/problems/maximize-subarrays-after-removing-one-conflicting-pair
3484,Medium,Array|Hash Table|String|Design|Matrix,https://leetcode.cn/problems/design-spreadsheet
3487,Easy,Array|Hash Table|Greedy,https://leetcode.cn/problems/maximum-unique-subarray-sum-after-deletion
3495,Hard,Array|Math|Bit Manipulation,https://leetcode.cn/problems/minimum-operations-to-make-array-elements-zero
3508,Medium,Array|Hash Table|Binary Search|Design|Queue|Ordered Set,https://leetcode.cn/problems/implement-router
3516,Easy,Math,https://leetcode.cn/problems/find-closest-person
3541,Easy,Hash Table|String|Counting,https://leetcode.cn/problems/find-most-frequent-vowel-and-consonant
